,Amount (INR),Day,Hour,Minute,Sender,Receiver
379936,1066.7679537757972,25,20,2,0,0
248732,8896.76,10,12,58,0,0
414769,5498.264265341826,23,2,17,0,0
134923,4873.11,3,13,35,0,0
43318,4209.99,24,7,9,0,0
169767,3067.63,4,4,9,0,0
409056,5011.667026653958,25,13,35,0,0
83117,4070.83,1,10,30,0,0
263375,7544.95,31,23,56,0,4
126885,115.3,9,7,7,0,0
55091,9651.54,19,9,30,0,0
106612,5307.4,18,18,50,0,0
25659,10169.43,3,6,42,0,0
130257,5967.07,20,0,52,0,0
106405,3175.48,29,7,13,0,0
370420,3262.844678636681,6,6,3,0,0
354641,4432.749675762454,14,4,14,0,0
18277,7110.02,28,22,10,0,0
279298,3214.82,19,6,7,0,0
23983,2044.6,17,13,12,0,0
132436,10261.34,18,0,38,0,0
423781,9169.276210114307,17,16,43,0,0
282075,111.75,30,7,50,0,0
232618,8095.15,28,2,39,0,0
337635,1911.3681715603057,13,9,13,0,0
74651,9330.4,19,1,43,0,0
77267,7768.02,7,6,23,0,0
1299,6615.07,1,5,2,0,0
96069,6444.64,9,18,57,3,0
308312,1558.5021173913312,24,3,18,0,0
105226,4326.22,24,2,23,0,0
13399,5406.35,16,3,21,0,0
2447,9394.8,1,18,35,0,2
192142,6655.52,18,3,52,0,0
459519,6894.14760776074,28,3,3,0,0
41125,10009.5,22,5,3,0,0
262580,3514.85,5,8,56,0,4
203254,8769.37,4,6,31,0,0
276147,6578.35,22,14,12,0,0
147044,6560.17,2,22,42,0,0
290728,7246.59,12,18,45,0,0
350912,2702.991911163127,10,14,13,0,0
63550,4827.29,3,14,28,0,0
145418,7461.26,5,4,58,0,0
77209,6111.61,20,19,50,0,0
24508,5655.63,11,15,49,0,0
7196,4616.55,28,10,6,0,0
15908,4807.42,19,23,32,0,0
328826,2522.30690847193,29,9,24,0,0
201542,6069.12,21,19,20,0,0
112082,2187.9,5,20,11,0,0
256683,4489.12,4,9,19,2,0
379116,2039.7776575167436,19,19,35,0,0
82785,7678.81,10,16,57,0,0
288278,4079.82,18,4,57,0,0
84510,9956.21,3,20,50,2,0
249295,2615.79,14,4,37,0,0
100893,6055.08,13,0,31,0,0
43524,345.54,9,5,16,0,3
303693,8505.13975699137,22,9,33,0,0
287268,9551.9,14,17,8,0,0
209809,5148.62,29,8,5,0,0
232531,6809.05,3,9,57,0,0
75489,2922.73,5,15,0,0,0
359857,3643.0585542917675,5,7,0,0,0
232194,796.46,3,23,23,0,0
258144,686.14,20,22,41,0,0
371196,6909.45290737282,21,6,52,0,0
417876,1287.0128180386796,16,3,4,0,0
451158,9829.40728078425,28,17,54,0,0
78566,5687.08,24,19,46,0,0
341183,9266.588372205908,4,18,46,0,0
271637,9216.37,30,22,48,0,0
4249,5941.87,20,20,15,0,2
34722,5536.44,28,23,39,0,0
235621,6980.15,12,7,12,0,0
457974,2758.651333263904,21,11,29,0,3
54556,446.01,4,2,46,0,0
155422,6567.6,2,20,42,0,0
118917,8085.3,12,18,26,0,0
60980,797.74,30,16,17,0,0
407994,8489.551808465856,3,15,17,0,1
233822,1879.99,22,15,7,0,0
112529,6588.68,9,8,27,0,0
140439,7256.2,4,4,12,0,0
350955,9139.39163566305,23,8,39,0,0
342901,3715.6440942449526,8,20,31,0,0
303313,4715.748789377327,31,18,55,0,0
450513,1695.3269053617516,28,21,23,0,0
8120,1034.9,18,4,0,0,0
45494,2450.28,24,8,47,0,0
451932,2654.43129021141,24,14,7,0,0
69438,5306.14,14,23,43,0,0
345414,5973.532432627667,1,10,23,0,0
11102,2191.04,9,7,55,0,0
6792,8668.83,29,17,58,0,0
92711,3213.53,6,6,49,0,0
348269,2283.595443965233,3,9,20,0,0
307089,4759.953804857646,2,13,9,0,0
453947,9733.696885728988,6,16,32,0,0
169507,6299.06,10,12,19,0,0
19792,5842.45,13,12,57,0,0
180108,6534.39,28,3,25,0,0
102440,3866.35,22,18,41,4,4
112564,7538.78,7,14,53,0,0
250001,1810.23,11,15,54,0,0
155639,2554.84,6,17,26,0,0
388684,9851.300519534769,3,22,57,0,0
247122,5341.27,13,17,56,0,0
232545,1728.92,16,4,1,0,0
395086,7796.749128127231,26,20,22,0,0
439735,2436.897455156261,17,19,42,0,0
327996,8190.958433660983,15,16,18,0,0
275935,9358.65,10,14,30,0,0
67729,1292.68,17,2,54,0,0
320829,6931.608324087662,26,14,43,0,0
59856,5653.21,7,3,47,0,0
172274,3398.81,26,0,26,0,0
38178,3423.33,29,11,26,0,0
229210,1105.68,18,18,44,0,0
368534,7895.971470695919,3,10,58,2,0
212700,179.83,18,22,2,0,4
286171,6212.57,18,8,23,0,0
424361,3228.8262886484713,2,21,41,0,0
172091,7117.92,5,9,20,0,0
447588,4086.30397995413,27,16,42,0,0
238534,6805.09,26,4,26,0,0
191802,6280.19,7,6,20,0,0
373094,5988.97068433969,2,4,21,0,0
10168,2549.75,7,2,41,4,0
226350,5308.65,31,15,4,0,0
236777,6374.75,5,9,40,0,0
23690,2952.36,12,5,5,0,0
97754,1404.38,7,9,26,0,0
64324,5809.69,7,8,31,0,0
95160,844.2,14,10,48,4,0
1323,8115.98,15,16,34,0,0
212744,271.16,26,6,10,0,0
197168,857.29,5,5,35,0,0
55289,6030.72,8,8,35,0,0
433835,1878.4882870509891,5,2,38,0,0
122395,3626.5,10,20,47,0,0
372046,4024.323918734041,8,13,49,0,0
284898,5130.83,10,2,30,0,0
127855,4287.65,7,19,53,0,0
74572,9170.56,20,9,59,0,0
203660,4879.38,5,22,43,0,0
348401,1599.4238509625222,17,10,56,0,0
383025,7707.730049392677,26,2,47,0,0
343523,5663.531982912763,18,3,27,0,0
331624,175.99646383584587,3,10,53,0,0
123703,5023.37,3,14,59,0,0
270214,9815.22,4,20,32,0,0
374668,5756.553605799933,17,19,1,0,0
195047,4618.17,18,7,28,0,0
319647,7506.08242556613,26,0,3,0,0
431968,2983.4080997288006,19,23,42,0,0
410993,5648.258714211853,10,3,9,0,0
292264,3143.75,12,14,4,0,0
363589,5598.337684087951,11,17,0,0,0
425000,9053.513739190152,21,13,45,0,0
345178,2948.498523438593,2,15,8,0,0
380843,4223.326271808504,10,6,27,0,0
88199,5618.31,17,3,46,0,0
225494,7420.1,5,0,3,0,0
214632,4959.66,14,8,32,0,0
423384,7564.5962652478975,21,2,52,0,0
214174,7132.63,22,12,37,0,0
435480,1161.6674601907282,7,4,11,0,0
74215,950.46,24,14,24,0,0
22968,9256.73,1,6,0,0,0
377943,9656.41536894043,3,17,29,0,0
302820,111.2435149293299,26,19,2,0,0
299942,620.21,20,3,49,0,0
120071,5950.64,8,4,35,0,0
234674,6032.08,25,21,45,0,0
234267,8034.06,2,15,54,0,0
305002,7459.981576823561,1,21,52,0,0
300439,3210.859558034315,3,3,24,0,0
291433,1592.82,15,15,54,0,0
107869,7344.2,27,10,30,0,0
97862,4986.39,6,13,48,0,0
220347,7667.09,1,20,58,0,1
70370,7151.19,1,18,51,0,0
231936,6452.54,25,10,51,0,0
298891,8136.39,28,7,55,0,0
422569,6198.666653225093,5,19,53,0,0
247756,8486.65,5,5,30,0,0
208101,2553.94,6,0,32,0,0
17078,987.94,15,10,57,0,0
359396,8921.993003251102,18,19,12,0,0
261425,2585.9,10,16,31,0,0
251714,9764.3,22,2,15,0,4
209505,2709.11,23,7,14,0,0
142044,2681.48,20,16,32,2,3
136011,8229.9,30,17,26,2,0
300237,2046.6322679199936,6,6,23,0,0
939,7511.21,20,6,45,0,0
34540,8141.83,28,19,40,0,0
174260,5031.96,7,9,17,0,1
152707,6394.7,5,18,46,0,0
195861,1461.98,10,15,0,0,0
307447,545.5697253787706,22,9,57,0,0
257638,309.63,9,11,16,0,0
369439,6988.865475962642,15,16,27,0,0
216101,9297.68,15,11,41,0,0
226784,5709.81,3,5,41,0,0
11013,1605.33,16,18,54,0,0
375841,2026.6611223082225,9,15,15,0,0
409014,2470.909950746142,20,5,8,0,1
23742,4737.46,29,7,21,0,4
408860,4212.879238081309,25,8,49,0,0
313107,905.009022243242,2,1,8,0,0
322871,1909.043111256029,3,4,23,0,0
239266,1801.39,22,18,19,0,0
116072,10471.43,8,13,13,0,0
162780,3910.17,7,5,3,0,0
418696,196.1021632879664,26,3,15,0,0
401148,2224.0364621785466,27,21,12,0,1
122933,7415.59,15,3,1,0,0
179664,9775.09,6,4,24,0,0
48495,4347.29,21,18,12,0,0
151307,2531.49,26,12,7,0,0
345361,3968.5832980801315,25,14,44,0,0
375262,7337.632006088525,28,20,55,0,0
198242,820.42,5,19,1,0,0
228823,8446.65,4,22,56,0,0
179638,5338.03,8,23,44,0,0
131532,449.95,21,12,44,1,0
400792,7105.796083141277,27,4,46,0,0
414731,9230.195288131517,10,11,11,0,0
25404,3603.75,14,5,15,0,0
158533,3208.7,3,23,8,0,0
369067,9107.391751939425,26,4,17,0,0
74269,5503.32,9,17,32,0,0
107856,8989.34,15,1,18,0,0
215310,5275.46,16,17,30,0,0
309127,1997.253409683105,17,12,37,0,0
312578,8177.281720537688,7,1,29,0,0
390011,7616.863860816594,8,19,29,0,0
61975,3842.41,25,1,29,0,0
146164,2920.58,4,18,31,0,4
89879,908.53,2,16,49,0,0
345044,5523.104421571598,7,8,12,0,2
337730,5650.425611830077,24,19,57,0,0
332482,1407.5129958770515,19,5,7,0,0
384264,286.02404899696245,3,5,6,0,0
242093,1218.71,3,13,37,0,0
160915,5660.67,17,20,34,0,0
415439,9654.005801464378,22,16,45,0,0
288136,2712.37,26,23,48,0,0
175364,1313.94,21,10,15,0,0
60324,6807.9,4,1,50,0,0
106737,1302.79,8,23,26,0,0
312035,7142.557309100828,23,10,43,0,0
345023,1924.469028332111,19,21,3,0,0
130884,8012.24,5,10,34,0,0
215922,7383.0,6,9,36,0,0
448678,4143.969807501085,23,7,14,0,0
194464,3897.53,23,12,50,0,0
118480,3243.07,7,4,48,0,0
114138,6833.05,4,19,22,0,0
275614,5243.5,19,16,13,3,0
78796,9397.97,9,21,19,0,0
110938,5848.52,3,14,36,0,0
447568,492.46498426593865,19,2,34,0,0
435138,8054.303727242972,19,1,49,0,0
65353,7559.31,20,21,32,0,0
39340,5552.49,24,8,24,1,0
260065,8815.68,3,21,18,0,2
415630,2366.704695149301,4,5,38,0,0
175488,2450.13,5,15,29,0,0
409438,5252.398291248321,21,5,33,0,0
396229,454.47319007145586,29,16,57,0,0
269180,1885.55,23,7,40,0,0
402548,6536.5391243753365,28,12,10,0,0
207488,9856.12,9,18,29,0,0
238900,8086.54,8,19,0,0,0
139500,2767.66,20,23,16,0,0
361445,4313.399181661557,10,7,36,0,0
26281,4296.49,16,12,2,4,0
213751,7324.44,6,21,9,0,0
281095,1398.51,9,17,53,0,0
329125,770.3521797383838,16,13,1,0,0
30118,7443.15,23,16,14,0,0
433108,2210.4276006910904,24,21,36,0,0
293429,1389.0,20,12,21,0,0
397527,3688.5970434299998,4,20,29,0,0
239519,4864.65,5,21,13,0,0
241422,6556.86,4,2,33,0,0
144308,218.23,7,6,43,0,0
250875,2681.87,15,23,25,3,0
364357,5770.090737090385,7,7,12,0,1
449413,2515.986954087583,26,6,58,0,0
52946,2208.78,18,5,36,0,0
337140,6827.226295233599,19,19,43,0,0
210543,1221.72,19,16,41,0,0
151964,7301.69,20,15,8,0,0
308865,5184.554598663932,10,14,48,0,0
139768,4437.22,12,12,51,0,0
409683,7706.496551980071,26,0,21,0,0
268016,7661.17,10,3,41,0,0
143534,9124.86,3,18,34,0,0
156679,3474.8,26,3,32,0,0
7650,1063.34,21,13,11,0,0
288772,2218.27,15,6,25,0,0
453477,1995.1143187847695,4,16,17,0,0
366526,4921.591063169936,27,17,9,0,0
286474,4599.94,28,4,47,0,0
368273,2295.709446334925,28,19,29,0,0
417055,7138.785607274291,7,1,30,0,0
156117,987.09,2,18,49,0,0
269460,8338.65,5,9,9,0,0
233733,8251.67,27,15,59,0,0
239311,2860.47,3,13,48,0,0
122699,7846.37,4,17,6,0,0
340426,8739.231428263582,19,22,21,0,0
449748,3459.261609062928,2,17,51,0,0
303623,161.32576266935908,8,11,2,0,0
187335,8864.11,8,13,2,0,0
316766,796.6975694448388,8,15,35,0,0
261677,1174.42,31,4,47,0,0
289884,8502.71,24,22,46,0,0
18819,5457.45,19,17,56,0,0
341559,5599.337992011184,23,11,40,0,0
460828,713.9224215735653,22,22,10,0,0
101146,7965.46,21,20,37,0,0
71037,8593.22,26,6,30,0,0
75136,8979.96,4,22,2,0,0
167830,1558.46,24,15,40,0,0
87408,7819.99,15,3,1,0,0
212093,7870.48,3,22,1,0,0
443673,4293.378382009688,15,16,10,0,0
117031,3250.41,9,2,33,0,0
290746,7484.74,3,18,10,0,0
241973,4389.32,11,6,46,0,0
384520,1623.7157587086208,9,12,49,0,0
387616,5198.005636559852,21,21,19,0,0
171640,724.87,27,9,3,0,0
147109,9991.07,20,5,0,0,0
66447,3618.13,7,16,26,0,0
3890,448.97,26,20,16,0,0
394906,9976.976220082548,25,15,15,0,0
308393,8918.421351997378,26,2,26,0,0
179263,6389.31,6,12,38,0,0
404214,5344.060449027362,26,4,58,0,0
434672,3798.992581522207,17,15,5,0,0
95193,672.5,1,4,9,0,0
220438,2337.14,23,16,4,0,0
199181,2925.82,13,3,2,0,0
439800,9478.253488289594,2,18,47,0,0
239968,5023.67,4,13,41,4,0
69052,1066.05,27,12,34,0,0
429113,1632.4284150222243,13,10,8,0,0
122893,5533.11,19,10,13,0,3
276477,4333.06,6,14,13,0,0
431602,5575.725303517777,23,8,50,0,0
237064,7888.18,16,19,24,0,0
136804,2830.47,20,6,46,0,0
350896,9150.118112781009,9,19,42,0,0
299028,8950.13,12,20,36,0,0
153911,7759.33,2,1,27,0,1
175446,7094.12,2,15,56,0,0
397752,8776.311563901194,5,16,16,0,0
374665,197.45829814877695,27,3,55,0,0
65726,7702.47,31,10,39,0,0
224415,8985.6,9,9,22,0,0
259303,637.6,17,18,26,0,0
207698,7849.22,20,9,17,0,0
279788,5434.3,8,3,55,0,0
434867,5482.436276003401,2,12,41,0,0
9878,3184.88,6,2,10,0,0
39662,6464.8,22,2,18,0,0
67675,7145.29,15,8,41,0,0
107288,8260.42,25,23,47,1,0
438784,5709.642391444363,27,8,42,0,0
376916,7493.449650451343,2,1,28,0,0
218405,3425.35,5,23,58,0,0
229950,3364.24,1,11,46,0,0
144946,3313.52,25,13,58,3,0
160304,7097.08,21,17,22,0,4
289063,369.46,15,0,55,0,0
162523,1080.36,7,0,9,2,4
79793,3191.16,2,1,1,0,4
311259,7321.082723464395,16,9,33,0,0
210630,6473.79,18,20,36,0,0
367114,4409.992366127117,1,17,43,0,0
427647,2722.291574780337,5,18,35,0,0
276675,5237.76,19,23,40,0,0
275946,8642.39,1,0,8,0,0
328169,5185.649717152709,18,8,54,3,0
9386,7043.05,1,16,22,0,0
218666,3191.78,29,5,17,0,0
148322,1980.52,2,3,6,0,0
412072,6910.669350135193,5,12,53,0,0
21169,7292.66,31,23,57,0,0
332460,262.4347550991042,6,3,18,0,0
107969,5522.53,6,22,43,0,0
214850,5660.09,20,1,26,0,0
434816,1997.2850235237313,19,17,52,0,0
223656,2432.29,9,21,25,0,0
139870,9583.86,24,19,41,3,0
289614,7965.23,18,10,23,0,0
296266,8910.02,3,12,37,0,0
383471,1600.3433724196718,21,14,55,0,0
72278,5950.04,23,13,53,0,0
181855,8042.24,20,1,5,0,0
456685,6154.6133988319225,6,21,55,0,0
90514,7971.12,16,18,15,0,0
429205,6080.561374219725,9,15,13,0,0
343026,1373.1183771755072,4,21,8,0,0
171088,2915.2,9,11,36,0,0
70863,4312.77,9,9,19,0,0
234490,2879.28,4,9,49,0,0
318043,9221.434853825403,8,17,9,0,0
25532,9896.84,7,15,29,0,0
219670,438.67,2,19,31,0,0
370368,7632.641880704232,15,1,16,0,0
136726,1339.48,26,14,30,0,0
389162,8808.458868752705,23,16,39,0,0
85697,2601.9,18,17,38,0,0
77967,4411.61,13,10,55,0,0
451187,3087.1750932364066,3,18,28,0,0
444388,4787.648977500648,17,6,53,0,0
423828,7750.041339568958,24,1,37,0,0
80944,8917.75,30,5,9,0,0
299133,1942.06,20,16,38,0,0
23935,1466.38,29,5,48,0,0
183576,2855.0,7,3,8,0,0
83419,7361.37,5,16,28,0,0
193217,8538.68,3,11,31,0,0
5058,2754.55,9,2,46,0,0
204178,6292.08,5,1,44,0,0
118600,6395.11,29,10,16,0,0
436689,529.3781404399383,21,12,1,0,0
48574,1021.47,23,19,28,0,0
321385,5974.832105712973,15,8,33,1,0
339599,7754.277898916351,3,0,8,0,0
46109,9192.06,4,4,8,1,0
57485,9407.05,30,15,56,0,0
417709,4694.689890993531,7,5,5,0,0
82254,3667.71,4,0,34,0,0
415040,5520.357968928476,26,9,41,0,0
168350,9320.66,1,1,46,0,0
83901,2654.16,28,20,12,0,0
253908,9094.01,26,6,45,0,0
316985,8645.313960256677,26,10,43,1,0
91505,6703.07,28,20,29,0,0
109800,2532.88,23,4,23,0,0
377709,5540.062731160603,5,21,45,0,0
153615,4498.44,24,14,47,0,0
175296,4515.58,5,7,58,0,0
102326,8678.4,24,21,21,0,0
366221,1512.1731263820086,23,12,14,2,0
241394,2607.37,14,9,2,0,0
165108,9470.81,4,11,33,0,0
195193,7477.42,22,15,4,0,0
21080,1142.66,13,0,58,0,0
288090,8315.64,29,14,0,0,0
450845,6597.116041369059,9,15,43,0,0
99410,8997.1,17,14,52,0,0
243946,3024.8,16,17,14,0,0
394236,7712.087178776009,21,22,45,0,0
376857,675.6270693062479,2,5,1,0,0
302830,4564.3073668826555,17,19,39,0,0
423466,3470.945691336076,7,17,17,0,0
446513,3273.8654971842952,23,18,6,0,0
403466,880.2979272134827,17,22,33,0,0
157494,5216.67,4,6,22,0,0
206716,7835.07,14,11,19,0,0
341269,1378.8740481909394,1,21,15,0,0
178194,4519.66,7,12,4,0,0
271426,9329.14,2,7,36,0,0
458820,1222.9768340531093,2,23,2,0,0
182652,1653.39,4,22,12,0,2
387248,2893.857431519448,29,15,13,0,0
34459,790.17,4,10,59,0,0
34600,6934.61,30,7,15,0,0
16447,9266.89,7,10,31,0,0
318029,9194.186895114737,20,3,26,0,0
451504,8996.600703316437,1,6,47,0,0
188577,448.02,5,21,40,0,4
448227,4021.096546027076,28,17,27,0,0
269692,2455.1,23,2,41,0,0
14318,4513.32,5,1,19,0,0
409703,348.83984868889894,10,14,58,0,0
203904,8148.14,8,16,22,0,0
116743,2775.08,7,23,2,0,0
235681,882.58,28,14,30,0,0
339573,7670.903354828918,9,4,34,0,0
125405,7621.88,24,16,15,0,0
224941,7844.43,3,2,35,0,0
294878,7772.06,17,13,48,0,0
97373,9349.14,16,18,21,0,2
262547,3181.01,11,6,52,0,0
402086,5283.404640056151,4,13,4,0,0
197992,8282.25,19,14,58,0,0
57768,8688.26,28,5,52,0,0
78722,5858.08,4,6,43,0,0
457169,8589.85562288974,3,8,41,0,0
354329,7413.912555249782,7,15,17,0,0
329739,4665.991054980746,6,2,46,0,0
231314,7313.63,27,11,51,0,0
335578,4639.150649173024,3,7,29,0,0
178524,6024.41,28,20,42,0,0
290674,4907.0,8,3,42,0,0
236056,7918.88,11,11,53,0,0
284703,3078.43,7,11,17,0,0
458922,2975.850518302579,27,13,34,0,0
22733,5863.79,3,10,59,0,0
33441,5303.57,13,23,41,0,0
25216,9942.48,15,16,10,0,0
431034,886.1266714813029,3,22,6,0,0
206115,9927.89,30,23,15,0,0
336612,7198.62154043529,19,17,25,0,0
356064,10165.010417838967,4,13,48,0,1
357634,10031.28605773788,26,3,38,0,0
237114,907.96,3,20,49,0,0
66336,111.76,7,14,14,0,0
29109,5456.37,1,2,17,0,0
196729,5175.47,3,17,0,0,0
436667,5687.798258736721,4,10,39,0,0
379230,8459.766819594912,23,15,35,0,0
259180,7008.24,26,0,5,0,0
327311,6138.193630792071,15,12,10,0,0
362539,5831.211830303126,21,2,12,0,0
113520,3319.01,22,6,8,0,0
309046,5602.682011599231,17,10,21,0,0
354652,6881.225068509591,23,2,12,0,0
441750,6320.26916883496,18,14,53,0,0
108580,7890.59,1,2,7,0,0
102071,8743.75,29,1,17,0,0
54585,3448.75,12,1,39,0,0
312452,7673.3584577601705,24,4,2,0,0
215810,8449.68,1,6,40,0,0
458921,9031.439906063315,14,12,41,0,0
434428,5912.502750238193,8,16,6,1,0
203318,1789.5,10,10,33,0,0
52164,3070.64,17,5,4,1,0
435292,2218.00335493533,8,16,51,0,0
148419,5866.94,1,18,5,0,0
302421,5967.597690215438,17,13,20,0,0
296315,3556.7,11,5,9,0,0
28096,1087.5,21,8,13,0,0
405930,7177.563961745339,29,10,39,0,0
103090,108.8,6,2,9,0,0
356760,5716.3175549203415,7,21,8,0,0
324634,483.61650364542186,15,22,59,0,0
227274,6122.16,13,5,21,0,0
230184,6583.65,20,18,35,0,0
354121,6672.96616329643,22,6,8,0,0
458626,4571.232830130824,29,21,46,0,0
365580,9126.443449069331,24,4,39,0,0
363329,784.8152186813596,27,22,50,0,0
236702,3349.12,3,7,16,0,0
29380,913.85,2,14,53,0,0
348042,2068.3877257134104,2,18,38,0,0
8278,6392.74,6,23,5,0,2
253650,151.67,6,14,0,0,0
365789,3042.3885968219647,19,13,26,0,0
33787,7064.21,13,19,18,0,0
320951,7340.65203958164,20,8,46,0,0
239486,3046.47,11,4,18,0,0
231373,2715.0,26,1,38,0,0
423814,8859.048931772453,25,18,42,0,0
148665,113.88,9,7,7,0,0
245325,4191.37,16,15,59,0,0
90861,1906.28,26,14,29,0,0
301996,4094.4299806731638,5,7,9,0,0
268505,9211.57,12,17,49,0,0
245058,5374.27,13,1,48,0,0
166040,9860.88,13,7,43,0,0
345496,737.8497617307607,4,2,32,0,1
245078,366.95,31,2,26,0,0
60001,5202.06,20,4,25,0,0
133481,9095.71,3,22,45,0,0
323734,2285.7401458043405,4,3,30,0,1
316761,1666.5820653944922,15,5,37,0,1
170610,3412.95,17,3,35,0,0
261884,6342.15,5,3,24,0,0
323688,9435.244551666034,1,2,13,0,0
273017,865.32,3,5,59,0,0
94681,4278.37,15,17,31,0,0
315595,1158.445259594148,9,7,47,0,0
402444,2925.2596669352033,26,3,58,0,0
83595,2428.96,15,19,0,0,0
214444,6900.97,14,13,40,0,0
14509,137.18,11,7,58,2,0
211301,6604.11,14,23,38,0,0
398354,2092.7303920142685,9,3,2,1,0
411323,3626.374330379999,9,20,47,0,0
151979,9019.84,5,22,57,0,0
101705,5088.15,20,2,40,0,0
275788,1826.52,5,6,53,0,0
351024,1730.151537038043,3,9,9,0,0
148461,7805.26,26,22,51,0,0
441893,9631.64592425242,21,15,19,0,0
362690,7591.200376375541,2,2,27,0,0
360990,7802.176260280911,14,12,49,0,0
454003,2912.6542602173386,4,9,50,0,0
73504,6946.17,21,23,53,0,0
343416,1406.8587647646464,5,19,14,0,0
100071,2443.65,4,22,59,0,0
455171,9567.965396749994,26,7,27,0,0
328717,8468.370198466206,8,19,5,0,0
182848,4627.8,10,22,54,0,0
377786,8112.619276775211,7,10,23,0,0
195735,5010.3,19,19,42,0,0
4693,4830.77,20,12,41,0,0
93727,370.15,16,23,5,0,0
133691,3208.31,14,0,54,1,0
307217,6473.04305161566,2,12,29,0,0
64360,5654.25,30,9,33,0,0
368061,9632.369617314476,12,6,53,0,0
159480,5531.74,7,6,17,0,0
87088,6426.34,1,6,53,0,0
351038,3234.3053009081173,25,12,31,0,0
5021,7216.5,21,17,20,0,0
30066,1277.95,6,18,2,0,0
325026,443.6507624551134,24,20,37,0,0
54806,1806.23,2,19,4,0,0
179001,4735.45,26,0,12,0,0
441497,7808.041833675009,16,21,53,0,0
132793,9435.49,1,3,30,0,0
449183,5889.927272226433,10,6,18,0,0
73089,5344.28,18,15,40,0,0
249094,7313.18,21,18,43,0,0
427895,612.3090771946678,28,9,48,0,0
103309,7081.48,23,0,1,0,0
114167,9033.59,9,6,17,0,0
392213,3205.9587701165906,19,10,55,0,0
297516,8077.65,2,3,53,0,0
76707,792.1,30,10,51,1,0
155117,7978.24,22,16,4,0,0
344437,7551.141126234934,16,0,51,0,0
78200,1380.48,2,23,16,4,0
98614,1863.64,1,8,3,0,0
82126,7217.2,14,2,46,0,0
100714,846.41,6,7,27,0,0
83958,5580.19,13,4,44,4,0
349936,4175.320185797616,5,10,50,0,0
19044,312.36,3,14,2,0,0
156618,2773.65,25,10,5,0,1
28285,9294.86,23,9,9,0,0
33662,4865.71,3,15,16,0,0
350884,4747.6141308677425,29,20,40,0,0
24517,1770.66,17,6,14,0,0
213421,9786.22,30,22,47,0,0
257414,4403.15,15,23,47,0,0
12342,7643.6,8,16,36,0,0
280905,5728.9,12,16,10,0,0
81878,10234.3,20,3,13,0,0
113260,4633.58,17,2,10,0,3
96660,4263.87,6,13,13,0,4
405420,3917.7056452225083,23,6,10,0,0
71123,8346.74,20,3,57,0,0
70003,3320.98,20,5,48,0,0
456914,6993.6475994716575,29,22,6,0,0
137860,4475.45,1,8,16,0,0
322651,6090.2709093544545,13,17,2,0,3
88523,9603.17,30,0,7,3,0
96116,6689.67,18,7,1,0,0
374099,6336.104030365761,5,0,4,0,0
288943,9167.36,14,3,7,1,0
280964,8623.09,24,23,43,0,4
98996,3456.37,2,3,51,0,0
7707,8762.28,1,21,29,0,0
19653,5543.28,24,10,38,2,2
126027,7680.16,1,3,57,0,0
225291,6423.88,17,12,48,0,1
1342,1668.0,21,13,51,1,0
198383,1905.57,5,8,18,4,0
187613,4316.9,6,20,28,0,0
454901,5310.351218424854,6,2,23,0,0
174515,4618.39,28,18,21,0,0
116633,4698.35,8,17,44,0,0
226359,9172.41,22,22,6,0,0
329854,6446.004700057973,2,11,17,0,0
413005,7750.803830491155,14,3,38,0,0
69558,960.96,24,8,45,0,0
315301,1168.0375166499546,20,12,53,0,0
162815,2746.93,23,19,32,0,0
19743,2695.77,20,7,5,0,0
203577,3524.75,25,4,21,0,0
441475,3722.3872101489774,9,20,1,0,2
447763,9121.843131842701,20,12,18,0,0
315316,6312.1253078651935,26,6,57,2,0
114944,7481.59,28,6,9,0,0
97956,6537.85,18,22,36,0,0
448493,3587.975192298134,1,9,28,0,0
224167,6053.7,11,2,53,0,0
380221,1918.4172838791858,4,7,44,0,0
331368,6625.769794550581,19,14,5,0,0
268144,8402.46,22,5,3,0,0
44730,10121.8,5,8,58,0,0
76644,1251.62,19,5,11,0,0
162539,8306.18,18,12,10,1,0
245223,5054.32,20,7,29,0,0
299124,4420.84,29,10,36,0,0
426137,4267.122013260234,6,17,57,0,0
422379,6868.4795891339,6,5,5,0,0
250136,8277.22,6,9,16,0,0
144789,8445.29,26,19,37,0,0
439393,6884.126214362272,25,18,6,0,0
417392,2802.6278767070094,8,5,58,0,0
439955,7975.370665422991,16,22,10,0,0
291307,6066.66,10,7,24,0,0
355485,3543.0513873995246,17,10,39,0,0
408206,7793.4693302563255,15,16,47,2,0
384852,812.9703739059329,12,22,34,0,0
428255,4880.337954035109,5,5,30,0,0
141198,10210.18,10,6,57,0,0
166772,10144.98,21,15,27,0,0
426430,2108.6946919307697,2,10,41,0,0
172330,10166.37,9,0,48,0,0
458417,2678.3230126526737,28,16,33,0,0
47805,2277.97,23,4,24,0,0
300436,1960.1749190348246,6,21,42,0,0
410235,4936.463505752807,13,2,24,0,0
232684,1234.17,7,8,1,0,0
226813,1495.75,16,7,40,0,0
309095,7126.320085361019,7,3,16,0,0
28435,548.42,9,23,3,0,0
212407,2498.08,12,14,43,0,0
74831,6283.47,24,0,52,0,0
66134,4186.75,6,2,11,0,0
22376,4380.28,21,9,28,0,1
32029,1179.0,13,14,32,0,0
305344,6525.479569746207,8,5,0,0,0
455236,2396.3821188560855,5,19,33,0,1
49898,7835.93,17,6,51,0,0
386172,304.554093284339,22,15,23,0,0
